,NewsID,Title,Link,Source,StartDate,EndDate,Label
6044,6045,The presence of gorillas calls into question the concept of evolution.,https://www.politifact.com/factchecks/2016/jun/03/rush-limbaugh/rush-limbaugh-asks-why-cincinnati-zoo-gorilla-hadn/,Rush Limbaugh," May 31, 2016 "," June 3, 2016",FALSE
6045,6046,"Says Donald Trump ""says he has foreign policy experience because he ran the Miss Universe pageant in Russia.""",https://www.politifact.com/factchecks/2016/jun/03/hillary-clinton/hillary-clinton-says-donald-trump-cited-miss-unive/,Hillary Clinton," June 2, 2016 "," June 3, 2016",half-true
6046,6047,Says he never told anyone he hated the U.S. Senate.,https://www.politifact.com/factchecks/2016/jun/03/marco-rubio/marco-rubio-didnt-say-he-hated-us-senate-was-defin/,Marco Rubio," May 16, 2016 "," June 3, 2016",mostly-true
6047,6048,"Says ""Donald Trump says climate change is a hoax invented by the Chinese.""",https://www.politifact.com/factchecks/2016/jun/03/hillary-clinton/yes-donald-trump-did-call-climate-change-chinese-h/,Hillary Clinton," June 2, 2016 "," June 3, 2016",mostly-true
6048,6049,Says she was the first in her family to go to a four-year college.,https://www.politifact.com/factchecks/2016/jun/03/katie-mcginty/rating-katie-mcgintys-curious-campaign-college-cla/,Katie McGinty," June 3, 2016 "," June 3, 2016",pants-fire
6049,6050,"The Dog Meat Festival in Yulin, China, ""threatens global public health.""",https://www.politifact.com/factchecks/2016/jun/03/alcee-hastings/dog-meat-delicacy-or-global-health-threat/,Alcee Hastings," May 16, 2016 "," June 3, 2016",pants-fire
6050,6051,"""The Chicago Bears have had more starting quarterbacks in the last 10 years than the total number of tenured (UW) faculty fired during the last two decades.""",https://www.politifact.com/factchecks/2016/jun/03/robin-vos/robin-vos-takes-aim-chicago-bears-quarterbacks-and/,Robin Vos," May 26, 2016 "," June 3, 2016",TRUE
6051,6052,"The University of Wisconsin System had a ""jobs-for-life tenure program"" for professors.",https://www.politifact.com/factchecks/2016/jun/03/scott-walker/scott-walker-says-uw-tenure-policy-used-promise-jo/,Scott Walker," May 16, 2016 "," June 3, 2016",half-true
6052,6053,"Says ""Obama wants to give (Iran) nuclear weapons and Michael Bennet, he was all for it.""",https://www.politifact.com/factchecks/2016/jun/02/jon-keyser/keyser-says-obama-bennet-want-give-iran-nukes-deal/,Jon Keyser," May 31, 2016 "," June 2, 2016",pants-fire
6053,6054,"Says Hillary Clinton has spoken ""such lies about my foreign policy. They said I want Japan to ?get nuclear weapons. Give me a break.""",https://www.politifact.com/factchecks/2016/jun/02/donald-trump/donald-trump-wrong-accusing-hillary-clinton-lying-/,Donald Trump," June 1, 2016 "," June 2, 2016",barely-true
6054,6055,"Florida has ""issued more than 3 million conceal carry permits in the past 30 years. Only 168 have been revoked.""",https://www.politifact.com/factchecks/2016/jun/02/donald-trump/donald-trump-minimizes-number-revoked-gun-permits-/,Donald Trump," May 20, 2016 "," June 2, 2016",half-true
6055,6056,"""The vast majority of minimum wage workers get a raise within a year.""",https://www.politifact.com/factchecks/2016/jun/02/nfederation-o-independent-business-virginia/nfib-says-vast-majority-minimum-wage-workers-get-r/,National Federation of Independent Business-Virginia," May 17, 2016 "," June 2, 2016",half-true
6056,6057,"We’ve broken ""by millions"" the all-time record for votes in a GOP presidential primary election.",https://www.politifact.com/factchecks/2016/jun/02/donald-trump/no-donald-trump-you-havent-broken-voting-record-mi/,Donald Trump," June 1, 2016 "," June 1, 2016",FALSE
6057,6058,"Say video ""shows massive alligator strolling across Florida golf course.""",https://www.politifact.com/factchecks/2016/jun/01/blog-posting/massive-alligator-spotted-roaming-florida-golf-cou/,Bloggers," June 1, 2016 "," June 1, 2016",TRUE
6058,6059,"""We're losing thousands of (veterans) waiting on line"" because they can't get speedy health care from the Veterans Administration.",https://www.politifact.com/factchecks/2016/jun/01/donald-trump/donald-trump-thousands-veterans-die-waiting-treatm/,Donald Trump," May 31, 2016 "," June 1, 2016",half-true
6059,6060,"""Today, it is more difficult to enlist in the U.S. military than it is to enroll in college.""",https://www.politifact.com/factchecks/2016/jun/01/dale-kooyenga/its-easier-get-college-military/,Dale Kooyenga," April 1, 2016"," June 1, 2016",half-true
6060,6061,"""I wanted to keep it private, because I don't think it's anybody's business if I want to send money to the vets.""",https://www.politifact.com/factchecks/2016/may/31/donald-trump/donald-trump-says-he-wanted-keep-veterans-fundrais/,Donald Trump," May 31, 2016 "," May 31, 2016",pants-fire
6061,6062,"""While Rob Portman relies on his super PAC and a handful of billionaires to do his dirty work, we don’t have a super PAC, and quite frankly, we don’t want one that spends millions to spew out lies and distortions.""",https://www.politifact.com/factchecks/2016/may/31/ted-strickland/ted-strickland-doesnt-have-super-pac/,Ted Strickland," May 14, 2016 "," May 31, 2016",half-true
6062,6063,"""It was allowed,"" referring to her email practices.",https://www.politifact.com/factchecks/2016/may/31/hillary-clinton/fact-checking-hillary-clintons-claim-her-email-pra/,Hillary Clinton," May 26, 2016 "," May 31, 2016",FALSE
6063,6064,"It's entirely possible that the Democratic nominee, [Hillary Clinton], earned more money giving a single speech on Wall Street than I made the six years that I was there back in the 1980s?In fact, it’s quite likely.",https://www.politifact.com/factchecks/2016/may/31/pat-toomey/pat-toomeys-wall-street-earnings-likely-didnt-top-/,Pat Toomey," May 19, 2016 "," May 31, 2016",barely-true
6064,6065,"In California, ""the windmills are killing hundreds and hundreds of eagles.""",https://www.politifact.com/factchecks/2016/may/31/donald-trump/trump-exaggerates-wind-turbine-eagle-deaths/,Donald Trump," May 26, 2016 "," May 31, 2016",barely-true
6065,6066,"""More people today are leaving Virginia than moving in.""",https://www.politifact.com/factchecks/2016/may/31/nikki-haley/nikki-haley-more-people-today-are-leaving-virginia/,Nikki Haley," May 17, 2016 "," May 31, 2016",mostly-true
6066,6067,"California has ""the same water infrastructure from when we were 16 million people.""",https://www.politifact.com/factchecks/2016/may/31/dianne-feinstein/does-california-have-same-water-infrastructure-it-/,Dianne Feinstein," April 3, 2016"," May 31, 2016",mostly-true
6067,6068,"""I believe we should have tax on carbon and deal aggressively with climate change. That is not (Hillary Clinton's) position.""",https://www.politifact.com/factchecks/2016/may/29/bernie-sanders/bernie-sanders-says-only-he-supports-carbon-tax-an/,Bernie Sanders," May 29, 2016 "," May 29, 2016",mostly-true
6068,6069,"""Right now, in every major poll, national poll and statewide poll done in the last month, six weeks, we are defeating Trump, often by big numbers and always at a larger margin than Secretary Clinton is.""",https://www.politifact.com/factchecks/2016/may/29/bernie-sanders/bernie-sanders-says-he-polls-better-against-donald/,Bernie Sanders," May 29, 2016 "," May 29, 2016",mostly-true
6069,6070,Says the Human Rights Campaign is secretly funded,https://www.politifact.com/factchecks/2016/may/27/pat-mccrory/gov-pat-mccrory-wrongly-says-we-dont-know-who-fund/,Pat McCrory," May 24, 2016 "," May 27, 2016",barely-true
6070,6071,"Says Maggie Hassan was ""out of state on 30 days over the last three months.""",https://www.politifact.com/factchecks/2016/may/27/kelly-ayotte/how-much-has-maggie-hassan-been-out-new-hampshire-/,Kelly Ayotte," May 18, 2016 "," May 27, 2016",mostly-true
6071,6072,"""Hypocrisy at the Clinton Foundation: Top male staff made on average $218,029 while top female staff made $153,014 from 2010-2023.""",https://www.politifact.com/factchecks/2016/may/27/donald-trump/donald-trump-says-clinton-foundation-pays-top-wome/,Donald Trump," May 24, 2016 "," May 27, 2016",half-true
6072,6073,"""During the (housing) crisis, Catherine Cortez Masto gave a sweetheart contract worth millions to a D.C. law firm that then donated thousands to her political campaigns.""",https://www.politifact.com/factchecks/2016/may/27/freedom-partners-action-fund/ad-attacking-former-ag-gets-details-right-misses-b/,Freedom Partners Action Fund," May 2, 2016 i"," May 27, 2016",half-true
6073,6074,"""Texas is one of only a handful of states that does not have an equal pay law.""",https://www.politifact.com/factchecks/2016/may/27/wendy-davis/wendy-davis-wrongly-says-texas-among-states-no-equ/,Wendy Davis," March 14, 201"," May 27, 2016",FALSE
6074,6075,"Only 50 percent of students from Milwaukee public high schools ""go on to a two-or four-year college.""",https://www.politifact.com/factchecks/2016/may/27/vicki-martin/it-true-only-half-milwaukee-public-schools-student/,Vicki Martin," May 12, 2016 "," May 27, 2016",mostly-true
6075,6076,"Says Donald Trump ""has the second-highest disapproval ratings of anyone running for president.""",https://www.politifact.com/factchecks/2016/may/27/ted-cruz/ted-cruz-incorrectly-says-donald-trump-has-second-/,Ted Cruz," April 21, 201"," May 27, 2016",FALSE
6076,6077,"""No one in American history has moved from a June 16 announcement to a May 26 winning of a majority. Trump's achievement is remarkable.""",https://www.politifact.com/factchecks/2016/may/27/newt-gingrich/newt-gingrich-offends-history-claims-trumps-timeli/,Newt Gingrich," May 27, 2016 "," May 27, 2016",pants-fire
6077,6078,"California’s Capitol building is ""second only to Disneyland,"" among visitor sites in the state.",https://www.politifact.com/factchecks/2016/may/27/richard-pan/mickey-mouse-claim-californias-capitol-building-se/,Richard Pan," April 7, 2016"," May 27, 2016",FALSE
6078,6079,"""The Nordic countries are some of the few countries"" that meet development aid goals.",https://www.politifact.com/factchecks/2016/may/26/barack-obama/us-v-nordic-block-how-they-compare-foreign-aid/,Barack Obama," May 13, 2016 "," May 26, 2016",mostly-true
6079,6080,"""I'm also the only lieutenant governor to not take a security detail.""",https://www.politifact.com/factchecks/2016/may/26/carlos-lopez-cantera/carlos-lopez-cantera-says-he-only-florida-lieutena/,Carlos Lopez-Cantera," April 30, 201"," May 26, 2016",mostly-true
6080,6081,"""In 2006, Donald Trump was hoping for a real estate crash.""",https://www.politifact.com/factchecks/2016/may/26/hillary-clinton/hillary-clinton-faults-donald-trump-hoping-real-es/,Hillary Clinton," May 24, 2016 "," May 26, 2016",mostly-true
6081,6082,"""Vietnamese is the third most commonly spoken language in Texas.""",https://www.politifact.com/factchecks/2016/may/26/john-cornyn/john-cornyn-says-vietnamese-third-most-common-lang/,John Cornyn," May 23, 2016 "," May 26, 2016",TRUE
6082,6083,"It ""is Hillary Clinton's agenda"" to ""release the violent criminals from jail. She wants them all released.""",https://www.politifact.com/factchecks/2016/may/26/donald-trump/donald-trump-wrong-hillary-clinton-wants-release-a/,Donald Trump," May 20, 2016 "," May 26, 2016",pants-fire
6083,6084,"Says Will Hurd ""cosponsored a bill that would militarize our border and allow 200 miles of new roads to be built in the Big Bend region -- cutting up our beloved park.""",https://www.politifact.com/factchecks/2016/may/26/pete-gallego/did-will-hurd-vote-border-security-bill-would-cut-/,Pete Gallego," April 22, 201"," May 25, 2016",half-true
6084,6085,"""There are places in America that are among the most dangerous in the world. You go to places like Oakland. Or Ferguson. The crime numbers are worse. Seriously.""",https://www.politifact.com/factchecks/2016/may/25/donald-trump/donald-trumps-false-claim-oakland-ferguson-are-amo/,Donald Trump," May 18, 2016 "," May 25, 2016",FALSE
6085,6086,"""Look, we are at war with these people and they don't wear uniforms. … This is a war against people that are vicious, violent people, that we have no idea who they are, where they come from. We are allowing tens of thousands of them into our country now.""",https://www.politifact.com/factchecks/2016/may/25/donald-trump/donald-trump-says-us-letting-tens-thousands-terror/,Donald Trump," May 23, 2016 "," May 25, 2016",pants-fire
6086,6087,"Old City in Philadelphia?used to have more than a dozen clubs and that's what we were known for and now we’re down to two.""""""",https://www.politifact.com/factchecks/2016/may/25/job-itkzkowitz/has-old-city-land-1000-snookis-mellowed-out/,Job Itzkowitz," May 11, 2016 "," May 25, 2016",mostly-true
6087,6088,"""The University of Wisconsin System budget is the biggest it has ever been.""",https://www.politifact.com/factchecks/2016/may/25/scott-walker/scott-walker-who-cut-funds-wisconsin-university-sy/,Scott Walker," May 16, 2016 "," May 25, 2016",mostly-true
6088,6089,"Says Sen. John McCain ""told dreamers that he’ll support the Dream Act, then he voted against it.""",https://www.politifact.com/factchecks/2016/may/24/ann-kirkpatrick/did-john-mccain-support-dream-act-then-vote-agains/,Ann Kirkpatrick," May 8, 2016 i"," May 24, 2016",half-true
6089,6090,"""I can tell you that the enhanced interrogation techniques that have since been banned by this administration ?specifically waterboarding ?work.""",https://www.politifact.com/factchecks/2016/may/24/todd-wilcox/waterboarding-works-us-senate-candidate-todd-wilco/,Todd Wilcox," May 20, 2016 "," May 24, 2016",FALSE
